Student_ID,First_Name,Last_Name,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S1991,Maria,Davis,0,22,2,69.09,96.65,90.2,94.51,84.19,0.59,84.23,88.28,3.0,29.3,1,0,2,1,5,4.1
S1992,Sara,Johnson,0,21,2,56.62,43.52,79.39,54.52,58.28,4.77,55.19,69.76,2.0,9.4,0,1,3,0,1,6.1
S1993,Maria,Brown,1,18,2,93.1,84.39,59.93,84.74,76.93,7.7,93.09,91.59,4.0,26.5,0,1,3,2,2,7.9
S1994,Maria,Johnson,1,22,1,80.7,83.59,70.95,96.34,56.33,5.42,75.28,94.14,4.0,22.0,0,1,4,2,5,6.9
S1995,Ahmed,Brown,0,20,1,67.74,96.83,97.93,60.67,76.81,9.51,76.52,87.55,3.0,22.8,0,1,4,2,7,8.0
S1996,Ali,Williams,1,21,1,51.54,55.17,52.99,91.89,62.18,0.55,79.24,69.83,1.0,25.9,1,1,1,1,10,5.6
S1997,Maria,Jones,0,18,1,76.87,84.53,69.97,84.9,72.62,2.91,88.8,86.07,3.0,8.4,0,1,3,1,2,4.7
S1998,Liam,Brown,1,24,1,96.16,43.28,77.47,50.72,83.4,2.21,73.92,57.76,4.0,22.4,0,1,0,1,8,8.0
S1999,John,Johnson,1,20,2,79.82,77.87,48.28,61.58,93.85,7.68,71.38,83.06,0.0,24.4,0,1,4,2,5,7.6
S2000,Emma,Johnson,0,22,0,98.58,61.05,42.61,80.29,58.26,5.24,64.42,70.3,3.0,29.6,0,0,4,0,9,6.9
S2001,Omar,Davis,0,18,2,,86.13,40.81,75.12,94.66,1.38,56.4,82.78,3.0,23.7,0,1,1,1,6,8.4
S2002,Ali,Williams,0,18,1,,91.8,59.48,76.4,69.5,2.86,59.52,87.74,0.0,28.8,1,1,1,1,3,7.2
S2003,Ali,Johnson,1,23,1,89.91,61.89,44.44,61.6,92.19,5.23,50.03,78.13,3.0,26.2,1,1,3,2,6,6.6
S2004,Ali,Smith,0,20,2,76.28,71.54,88.23,,75.63,9.96,93.47,82.12,3.0,26.9,0,1,3,1,9,6.5
S2005,Ahmed,Jones,1,18,1,,47.04,99.84,63.32,93.11,3.64,88.25,60.68,4.0,27.9,0,1,4,1,1,7.1
S2006,Maria,Brown,1,19,2,79.14,65.01,43.68,69.47,83.14,1.57,60.93,79.63,0.0,18.3,0,1,4,0,1,6.6
S2007,Ahmed,Davis,0,24,3,80.59,61.65,65.96,68.45,75.44,4.97,50.12,73.02,4.0,22.8,0,1,3,0,8,5.4
S2008,Maria,Jones,1,23,1,86.44,50.99,41.54,83.6,65.63,3.1,74.61,71.4,3.0,8.1,0,1,4,0,7,8.8
S2009,Liam,Williams,0,23,1,88.06,93.67,48.04,54.51,98.45,5.66,70.63,70.52,4.0,13.9,0,1,3,1,1,8.8
S2010,Ahmed,Davis,1,18,2,88.54,48.89,59.38,60.28,90.04,4.67,88.8,65.55,4.0,27.0,0,1,4,1,8,4.8
S2011,Ahmed,Brown,0,24,3,83.17,78.14,63.62,60.02,69.06,6.89,70.14,65.27,3.0,29.4,0,1,2,2,5,6.7
S2012,Emma,Brown,1,23,0,60.79,93.41,96.39,55.42,58.34,9.14,93.21,84.99,0.0,7.8,1,1,1,1,9,7.9
S2013,John,Smith,1,21,0,70.21,94.72,63.75,60.38,88.98,2.01,54.79,77.89,1.0,19.7,0,1,4,1,3,4.3
S2014,Ahmed,Williams,0,20,1,88.81,87.59,69.78,80.35,99.5,8.21,68.29,51.5,4.0,23.4,0,1,3,2,5,4.6
S2015,Emma,Davis,1,21,3,,50.57,54.74,86.61,63.95,9.49,96.7,52.43,1.0,17.9,1,1,2,2,7,6.7
S2016,Sara,Davis,0,22,1,53.95,89.05,40.01,83.02,95.79,3.74,50.59,78.51,1.0,10.8,0,1,2,2,10,4.1
S2017,John,Johnson,1,21,1,76.78,56.59,93.96,73.76,56.27,1.14,69.54,92.31,2.0,6.0,0,1,4,1,8,8.2
S2018,Liam,Smith,1,24,0,65.63,95.34,44.9,52.62,97.61,8.22,62.99,52.2,0.0,28.8,0,1,4,2,3,8.4
S2019,Ahmed,Smith,1,19,3,61.27,82.55,97.85,97.95,87.27,7.01,76.59,75.36,3.0,10.9,1,0,0,2,1,7.7
S2020,Omar,Davis,0,23,1,75.29,87.12,47.85,58.4,67.33,2.13,63.94,92.56,0.0,12.5,1,1,3,1,6,8.1
S2021,Ali,Davis,0,24,1,80.3,45.1,76.29,83.42,65.23,4.45,93.5,50.22,2.0,21.1,1,1,0,2,5,7.4
S2022,Sara,Jones,0,23,1,,74.97,99.96,95.64,82.17,5.78,96.86,63.79,4.0,15.7,0,1,4,2,5,4.7
S2023,Sara,Jones,0,19,1,89.01,89.27,48.31,84.89,79.68,1.7,92.46,96.0,4.0,15.6,1,1,0,1,6,4.1
S2024,Liam,Jones,0,23,1,90.99,91.7,65.44,60.9,95.95,7.15,69.93,54.07,3.0,7.1,0,0,4,2,3,8.2
S2025,Emma,Smith,1,21,3,98.28,41.72,86.83,65.79,88.31,6.9,99.5,80.35,4.0,29.8,1,0,2,1,5,7.5
S2026,Sara,Johnson,1,22,2,59.03,96.35,41.93,,77.02,8.87,86.75,75.37,1.0,12.1,0,1,1,0,10,6.0
S2027,John,Brown,0,18,0,79.73,42.6,81.39,80.64,96.38,5.67,67.78,57.58,3.0,7.8,1,1,2,2,1,8.0
S2028,Ahmed,Jones,1,19,0,,76.87,44.82,80.65,79.64,5.74,54.68,52.12,0.0,22.0,0,1,0,2,8,4.3
S2029,Ahmed,Johnson,1,21,2,66.74,81.6,54.19,86.28,92.48,6.19,83.35,75.13,0.0,23.8,0,1,2,1,9,5.6
S2030,Omar,Williams,1,24,0,78.28,46.44,49.6,50.55,92.05,2.74,86.43,86.76,4.0,5.6,1,1,0,0,4,5.7
S2031,Liam,Jones,1,21,2,89.12,42.88,94.44,90.89,95.96,7.59,56.12,58.86,3.0,11.7,0,0,3,0,5,4.5
S2032,Ali,Brown,0,21,1,51.15,87.09,50.83,86.94,53.38,6.62,77.49,84.57,0.0,9.9,0,1,4,1,7,7.7
S2033,Emma,Williams,1,18,2,98.47,63.08,42.43,57.04,79.19,8.39,99.35,77.32,4.0,24.7,0,0,3,0,10,7.9
S2034,Ali,Williams,0,20,2,90.49,46.43,75.26,67.38,73.42,7.69,66.31,67.89,3.0,9.6,0,1,1,2,5,6.9
S2035,Sara,Brown,0,23,0,87.56,85.76,60.77,81.93,74.53,6.39,65.09,83.22,4.0,10.9,0,1,3,2,4,6.1
S2036,Liam,Jones,1,23,3,88.02,90.95,64.34,74.79,73.0,1.61,95.17,59.6,4.0,29.7,1,0,3,1,8,7.0
S2037,Omar,Smith,0,24,2,69.45,75.24,47.14,55.75,91.87,9.19,55.87,72.85,3.0,22.6,0,1,2,1,6,8.5
S2038,Ali,Brown,1,22,0,87.58,49.67,84.89,54.37,65.92,3.67,96.68,77.47,4.0,14.7,0,1,1,2,2,5.8
S2039,John,Brown,1,24,1,69.34,40.91,76.09,89.07,73.14,9.64,88.97,72.93,1.0,23.8,1,1,2,1,4,5.7
S2040,Ahmed,Brown,1,20,0,,82.05,61.85,57.8,60.03,4.02,69.54,69.88,1.0,16.7,0,1,3,0,3,7.1
S2041,Sara,Williams,0,23,1,,73.01,50.29,58.6,62.59,1.46,54.18,87.05,1.0,10.3,1,1,2,0,2,7.4
S2042,Omar,Johnson,0,22,1,64.62,79.05,75.61,91.55,83.02,8.85,50.96,82.81,2.0,17.2,0,1,0,2,6,6.3
S2043,Ali,Smith,0,24,1,77.57,88.79,86.72,80.61,55.85,7.95,68.79,81.97,3.0,24.3,1,1,3,1,10,8.3
S2044,Emma,Jones,1,22,2,65.96,66.05,58.74,80.24,59.39,7.86,85.27,94.59,3.0,9.5,1,1,0,2,1,5.8
S2045,John,Jones,1,21,1,71.21,47.47,41.55,73.97,76.4,0.89,74.38,99.68,2.0,17.1,0,1,4,1,10,7.2
S2046,John,Johnson,1,19,3,74.62,96.4,52.86,,52.19,8.79,86.93,78.36,3.0,8.0,0,0,0,0,4,7.3
S2047,Ali,Brown,0,21,1,92.82,72.72,80.94,80.09,56.35,5.96,83.53,67.41,4.0,26.1,1,1,4,2,8,5.5
S2048,Ahmed,Smith,1,18,3,76.16,76.92,99.35,98.39,93.17,4.7,78.65,88.94,0.0,25.5,0,1,3,1,5,4.1
S2049,Ali,Jones,1,23,0,68.12,96.0,40.8,61.15,92.31,9.13,98.37,57.1,3.0,21.8,1,1,0,2,3,8.1
S2050,Sara,Davis,0,22,1,62.39,95.9,58.37,60.73,67.39,6.66,86.42,75.65,0.0,28.0,0,1,1,1,2,6.4
S2051,Ali,Jones,0,24,1,70.43,74.33,43.72,52.86,67.4,1.33,95.73,76.23,1.0,15.0,0,0,0,1,6,4.5
S2052,John,Brown,0,19,0,75.79,57.86,58.98,82.91,96.83,5.2,62.11,99.17,4.0,8.3,1,1,3,1,4,8.8
S2053,Omar,Davis,1,24,2,87.31,99.83,64.35,77.45,51.29,6.37,85.68,99.55,4.0,29.4,1,1,1,0,7,5.5
S2054,Ali,Johnson,1,23,2,56.05,80.85,95.25,55.56,79.01,8.99,79.89,89.96,1.0,17.8,0,1,4,2,8,6.4
S2055,Ahmed,Smith,1,22,1,61.08,64.51,44.83,68.23,79.87,2.8,96.21,73.65,1.0,16.9,0,1,1,1,9,6.4
S2056,Liam,Johnson,0,22,2,68.98,73.59,86.63,58.93,89.39,7.94,75.52,77.36,4.0,6.6,0,1,4,1,7,5.9
S2057,Omar,Johnson,0,21,3,,64.95,63.73,66.57,97.59,8.0,63.98,65.99,4.0,19.3,0,1,1,2,9,4.8
S2058,Emma,Smith,0,19,1,69.59,93.3,88.68,97.56,67.79,1.28,69.24,91.49,1.0,21.1,0,1,4,2,4,7.5
S2059,Maria,Smith,0,19,2,89.68,68.95,70.8,84.17,71.89,0.17,60.94,87.33,4.0,16.8,0,1,4,1,1,5.0
S2060,Ali,Jones,1,23,1,66.21,89.41,42.36,50.38,83.56,5.81,61.0,88.57,4.0,27.8,0,1,0,2,7,7.4
S2061,Ahmed,Jones,1,22,0,75.09,90.41,96.77,62.63,98.36,7.89,73.52,56.93,4.0,23.6,0,1,2,1,2,8.0
S2062,Omar,Smith,1,19,0,81.2,89.46,44.96,50.52,94.54,5.54,94.63,69.93,3.0,6.0,0,1,4,0,10,4.1
S2063,Ahmed,Davis,1,19,1,61.61,83.33,75.86,85.74,83.35,8.13,59.59,76.87,0.0,18.6,0,1,1,1,9,7.7
S2064,Emma,Williams,1,24,1,85.93,91.29,92.66,73.47,92.84,6.22,64.39,56.23,4.0,29.8,0,1,3,0,6,7.2
S2065,John,Jones,1,23,1,77.36,63.23,44.79,99.7,54.26,6.53,92.65,68.43,4.0,10.0,1,1,1,2,9,5.0
S2066,Ahmed,Williams,1,21,2,72.34,46.88,73.23,86.68,68.86,0.28,66.96,54.37,4.0,20.4,0,1,3,0,8,7.1
S2067,Omar,Davis,1,24,2,,90.55,89.46,75.9,50.65,0.89,98.12,97.94,2.0,11.8,1,1,4,2,9,6.1
S2068,Ahmed,Smith,0,24,3,,69.89,99.18,,58.87,7.25,63.45,87.56,4.0,14.3,0,1,0,0,7,4.4
S2069,Ahmed,Davis,0,20,2,94.16,47.64,83.46,85.24,81.52,7.63,72.11,81.04,4.0,5.8,0,1,4,1,3,6.6
S2070,Ahmed,Jones,1,18,1,78.05,46.92,56.7,62.19,94.28,5.42,54.78,60.24,3.0,22.2,0,1,3,1,10,8.9
S2071,Sara,Johnson,0,20,0,80.46,49.55,81.97,76.51,81.64,5.9,99.61,66.71,2.0,24.1,0,1,4,1,5,7.2
S2072,Sara,Smith,1,19,2,,85.06,82.35,77.8,83.21,6.14,94.51,57.22,0.0,24.3,0,1,4,1,3,5.7
S2073,John,Brown,1,22,2,90.88,82.65,82.0,72.56,55.19,1.05,90.88,76.81,4.0,29.3,1,1,0,0,3,6.8
S2074,Ali,Williams,0,18,1,80.08,52.23,91.26,58.96,83.24,6.68,57.87,91.03,2.0,25.9,1,0,4,1,7,7.7
S2075,Ahmed,Davis,1,18,1,87.66,90.82,45.24,61.17,72.72,4.78,98.47,50.95,3.0,10.2,1,1,1,0,6,4.8
S2076,Emma,Smith,1,22,3,71.67,56.88,46.51,64.05,82.57,6.03,96.46,55.17,2.0,10.8,0,1,0,2,5,6.6
S2077,Ali,Davis,1,18,2,77.37,87.58,78.44,,66.31,5.63,71.78,61.47,2.0,24.2,0,1,2,0,5,6.5
S2078,Emma,Smith,1,22,1,53.1,69.33,97.23,95.85,79.07,7.63,84.08,85.7,0.0,24.4,1,1,4,1,8,5.9
S2079,Ali,Jones,1,18,2,54.49,83.89,67.95,84.3,71.2,3.19,99.62,94.7,1.0,8.1,0,1,0,1,1,7.7
S2080,John,Jones,1,24,3,91.47,62.88,97.63,84.48,77.93,3.74,70.49,87.65,4.0,5.2,0,1,2,1,4,6.8
S2081,Ahmed,Jones,1,23,1,52.98,60.83,96.29,78.62,57.35,3.92,55.65,76.25,2.0,15.0,0,1,3,2,5,7.5
S2082,Ahmed,Davis,0,23,2,58.47,90.48,94.17,84.47,69.79,7.62,93.39,55.26,1.0,22.4,0,1,2,0,9,7.0
S2083,Maria,Brown,0,20,3,89.79,42.12,94.59,99.09,68.71,4.31,73.82,87.75,4.0,26.7,0,1,3,1,1,7.9
S2084,Emma,Jones,1,24,1,50.06,98.48,93.9,69.26,86.82,1.77,99.35,55.28,0.0,9.1,1,0,4,2,9,7.2
S2085,Ali,Smith,0,18,0,,78.89,89.19,85.63,85.32,9.83,77.54,67.38,1.0,25.4,0,1,4,1,6,7.4
S2086,Ali,Jones,1,21,2,,65.95,81.7,67.98,95.44,4.93,51.47,65.4,1.0,22.1,0,1,4,0,3,5.1
S2087,Liam,Johnson,1,22,2,79.77,77.68,41.46,,81.6,1.09,74.59,67.96,2.0,9.1,0,1,4,0,3,8.2
S2088,Liam,Jones,1,24,1,,47.36,47.94,92.9,65.73,6.7,85.9,66.48,1.0,26.8,1,1,3,1,4,4.8
S2089,Sara,Davis,1,18,1,75.3,70.84,48.05,95.11,89.16,7.39,51.3,88.46,0.0,28.3,0,1,4,2,5,5.7
S2090,Maria,Brown,0,23,2,75.47,99.11,41.41,50.27,74.85,5.0,70.67,58.59,1.0,11.6,1,1,0,2,9,8.4
S2091,Omar,Johnson,0,23,1,86.27,54.12,47.0,64.91,59.67,6.46,57.78,92.29,4.0,8.7,0,0,2,2,6,4.5
S2092,Liam,Davis,0,22,2,74.93,83.34,95.18,56.7,87.37,1.73,82.15,92.91,2.0,29.2,1,1,4,1,5,8.3
S2093,Omar,Davis,0,21,1,80.42,66.1,79.83,72.7,56.63,3.68,97.87,74.55,2.0,5.6,1,1,1,0,6,6.4
S2094,Sara,Davis,1,18,1,94.89,79.15,58.72,74.77,58.91,1.62,81.23,55.31,4.0,28.7,0,0,4,1,6,4.9
S2095,Sara,Smith,0,18,3,70.07,52.29,87.6,62.8,87.94,3.87,84.74,78.77,4.0,10.4,0,1,3,2,9,7.7
S2096,Sara,Davis,1,21,2,69.26,68.23,69.3,86.17,88.51,5.63,69.83,91.05,2.0,16.0,0,1,3,1,10,5.4
S2097,Emma,Smith,1,21,3,50.18,98.81,48.53,63.49,89.54,4.43,78.16,64.47,0.0,12.7,0,1,2,2,7,7.4
S2098,Emma,Davis,0,21,1,80.67,51.72,93.07,92.69,64.67,5.93,77.19,91.89,3.0,8.8,1,1,0,0,7,8.0
S2099,John,Williams,1,23,2,51.49,78.19,60.32,58.88,93.33,5.02,87.98,83.85,0.0,13.8,0,1,0,1,4,6.8
S2100,John,Johnson,0,22,1,75.21,74.54,81.93,,86.13,3.18,92.85,99.36,1.0,18.5,1,1,1,0,5,7.9
S2101,Sara,Williams,0,24,0,90.21,73.9,57.44,81.11,91.7,1.43,83.14,91.24,4.0,7.3,0,1,4,2,7,8.7
S2102,Maria,Davis,0,21,0,77.5,76.91,70.0,80.27,85.43,2.53,98.99,60.08,1.0,25.2,0,1,4,1,8,6.8
S2103,Ali,Johnson,0,22,1,63.48,70.13,88.98,53.9,78.98,2.01,91.41,72.45,0.0,25.0,1,1,4,1,6,4.8
S2104,Emma,Johnson,0,20,3,89.31,41.02,49.41,92.31,55.47,7.07,56.23,55.18,4.0,24.9,0,1,4,2,8,7.5
S2105,Maria,Brown,1,18,1,63.49,94.01,98.64,79.9,85.55,8.2,75.37,53.48,4.0,22.2,1,1,1,1,9,6.1
S2106,Ahmed,Williams,0,18,2,86.65,89.62,44.21,93.49,84.52,7.2,95.16,85.3,3.0,16.4,0,1,1,0,1,6.7
S2107,Emma,Brown,0,19,3,80.51,50.45,72.04,93.38,65.62,6.44,97.2,95.65,0.0,25.8,0,1,4,1,4,7.1
S2108,Emma,Johnson,1,20,0,58.5,64.8,94.96,77.3,86.79,3.08,69.01,98.68,1.0,26.3,0,1,2,2,9,7.6
S2109,John,Smith,0,24,3,95.26,86.23,96.74,95.54,77.52,7.11,86.29,63.52,4.0,12.1,0,1,4,2,5,7.2
S2110,Ali,Johnson,0,21,1,60.03,98.8,53.93,92.42,77.97,6.05,70.53,60.09,2.0,17.0,1,1,1,1,4,5.2
S2111,Ali,Brown,1,21,1,99.48,97.07,48.64,97.91,68.38,0.47,56.18,78.01,3.0,10.1,0,1,4,0,9,7.7
S2112,Liam,Williams,1,24,1,50.37,93.96,83.46,92.52,55.84,9.08,94.23,60.04,1.0,11.4,0,1,3,1,2,8.0
S2113,Omar,Davis,0,23,2,63.17,49.5,42.52,91.06,60.85,0.8,96.6,64.8,3.0,11.0,0,1,3,0,2,4.2
S2114,Omar,Davis,1,20,0,59.99,94.87,69.11,73.47,88.44,5.03,75.24,91.86,2.0,25.7,0,1,1,1,8,5.5
S2115,Omar,Williams,0,21,1,50.7,92.71,87.78,60.6,63.57,5.13,50.92,90.52,1.0,11.3,0,1,4,1,8,8.9
S2116,Omar,Davis,1,19,2,86.62,62.62,73.62,95.54,50.11,8.37,90.8,94.75,3.0,18.7,0,1,2,0,5,4.9
S2117,Ahmed,Davis,0,22,1,84.67,63.67,51.28,86.13,99.85,9.13,73.85,74.11,3.0,20.7,0,1,0,2,6,4.9
S2118,Ahmed,Brown,0,18,1,89.62,67.59,69.22,64.09,60.53,9.4,53.75,78.2,4.0,23.6,1,0,0,2,5,7.0
S2119,Emma,Williams,0,20,2,62.83,79.37,95.28,67.05,82.77,5.7,59.47,88.53,0.0,5.7,0,1,3,1,8,5.7
S2120,Sara,Jones,1,18,2,,55.65,77.03,84.3,96.35,6.79,57.61,61.96,0.0,16.9,0,1,0,1,6,7.3
S2121,John,Smith,0,22,0,,41.38,83.29,73.89,79.99,0.89,84.31,91.15,3.0,12.3,0,1,4,2,6,5.3
S2122,John,Smith,1,20,1,71.99,48.47,60.18,54.07,89.95,4.88,64.97,50.88,2.0,25.8,0,1,1,2,7,6.1
S2123,Omar,Davis,0,22,0,84.87,66.41,51.31,57.07,98.82,8.98,56.38,89.88,2.0,5.9,1,1,2,1,2,9.0
S2124,Emma,Smith,0,21,1,81.7,56.92,55.34,,93.02,4.56,95.88,88.8,0.0,10.2,1,1,2,1,9,5.9
S2125,Liam,Williams,0,24,1,55.73,85.87,71.99,66.43,77.9,0.7,97.83,65.09,2.0,12.9,0,1,4,0,3,4.4
S2126,Maria,Williams,0,21,2,89.05,46.4,56.81,75.38,68.19,2.01,56.93,86.4,4.0,6.9,0,0,0,0,9,7.7
S2127,Sara,Johnson,0,24,0,,95.05,72.52,88.33,74.12,4.3,61.51,60.7,1.0,14.9,1,1,4,1,10,6.9
S2128,Emma,Johnson,1,21,1,82.79,93.72,82.47,87.56,92.09,2.38,79.61,78.81,1.0,23.6,0,1,4,2,5,6.2
S2129,Sara,Smith,1,22,1,57.75,94.53,84.06,58.35,92.67,3.92,57.53,85.03,0.0,10.3,1,1,4,1,1,8.5
S2130,Sara,Jones,1,22,2,63.4,84.38,49.88,54.92,92.29,3.33,57.93,85.73,1.0,23.9,0,0,2,0,10,4.7
S2131,Sara,Johnson,0,22,1,69.66,46.42,85.03,79.56,79.86,3.19,66.83,99.15,4.0,18.2,1,1,4,1,4,6.4
S2132,Emma,Johnson,0,18,0,64.0,66.29,80.36,87.08,73.85,0.91,97.46,59.1,4.0,13.6,0,1,2,2,6,5.0
S2133,Omar,Williams,1,22,0,61.39,47.88,40.72,57.45,65.57,8.83,98.12,74.04,4.0,14.2,1,1,4,2,3,4.4
S2134,John,Jones,0,21,1,90.27,99.26,43.53,68.6,50.17,6.93,92.09,94.01,4.0,7.9,0,1,3,1,6,6.2
S2135,John,Davis,0,19,2,81.91,59.98,78.77,93.51,88.22,6.23,84.79,78.08,2.0,11.2,0,1,2,2,1,8.7
S2136,Omar,Smith,0,22,0,78.27,75.12,63.02,97.21,63.85,6.06,86.03,93.82,4.0,23.3,1,1,3,1,10,7.6
S2137,Sara,Johnson,1,19,1,61.3,86.76,48.77,72.7,66.48,3.97,73.48,71.7,0.0,26.6,1,1,4,1,10,5.2
S2138,Maria,Jones,1,24,2,95.9,95.24,42.66,53.98,92.17,8.23,76.51,89.77,4.0,11.6,1,1,4,2,9,6.3
S2139,Ali,Jones,1,21,1,59.56,85.33,49.56,62.88,52.61,9.3,81.72,93.5,0.0,19.7,1,0,4,0,9,8.0
S2140,Emma,Smith,1,22,2,89.75,80.47,97.45,61.65,96.38,0.06,86.56,92.32,4.0,5.9,1,1,4,0,4,5.0
S2141,Ali,Jones,1,18,1,98.33,67.96,83.65,61.95,50.07,0.79,54.84,93.57,4.0,6.9,0,1,0,0,2,5.0
S2142,Liam,Jones,0,18,0,86.35,76.32,71.66,74.69,96.96,6.75,61.24,60.98,4.0,29.1,0,1,2,0,8,4.9
S2143,Omar,Jones,0,24,1,99.64,45.65,96.49,79.16,72.74,2.36,98.15,71.95,4.0,27.4,1,1,1,2,7,7.0
S2144,Maria,Johnson,0,19,1,82.55,93.04,77.15,56.13,55.11,9.12,66.76,58.73,1.0,7.0,1,1,3,1,1,4.1
S2145,Emma,Smith,0,23,0,60.87,72.63,83.54,94.47,83.71,6.67,63.42,59.03,0.0,25.6,0,1,2,0,6,6.9
S2146,Omar,Jones,1,18,1,60.19,42.41,56.96,81.0,94.79,3.68,71.1,74.39,1.0,7.6,0,1,3,1,10,8.1
S2147,Sara,Jones,1,18,1,66.23,95.19,75.34,79.86,71.9,4.15,64.55,98.0,1.0,25.7,1,1,0,0,5,7.9
S2148,John,Johnson,0,18,1,50.36,69.36,48.61,99.36,84.57,6.91,54.56,79.6,0.0,27.8,1,1,4,2,2,7.3
S2149,Ali,Smith,1,21,1,84.08,92.12,64.27,81.41,98.97,1.41,60.4,92.69,2.0,8.8,1,1,1,2,5,5.1
S2150,Ahmed,Williams,0,18,3,63.43,91.41,41.99,96.45,62.04,8.83,82.01,96.86,4.0,8.7,0,0,4,1,6,8.1
S2151,Ahmed,Johnson,0,20,0,90.76,88.95,53.0,64.31,91.02,0.05,61.16,54.33,4.0,28.2,1,1,0,1,10,8.8
S2152,Maria,Smith,0,22,1,67.96,43.68,44.49,62.01,64.76,9.79,82.38,58.1,2.0,12.5,1,1,0,2,6,4.9
S2153,Sara,Jones,0,24,0,74.0,54.82,63.27,75.83,71.32,1.68,55.0,64.54,0.0,16.8,0,1,4,1,2,8.6
S2154,Liam,Smith,1,18,2,98.28,92.53,90.58,75.43,64.09,7.42,52.09,80.84,4.0,12.6,0,1,4,1,1,8.3
S2155,Ali,Smith,0,23,3,62.11,93.94,62.68,61.32,72.3,0.4,93.08,53.09,1.0,23.7,0,1,4,1,4,8.9
S2156,Sara,Davis,1,23,1,86.06,67.48,89.9,84.98,50.25,4.31,88.0,89.33,4.0,10.3,1,1,1,2,4,5.6
S2157,Ali,Smith,0,18,2,87.76,66.4,79.39,51.48,65.17,6.3,83.3,53.19,3.0,17.4,1,1,4,2,9,8.7
S2158,Maria,Williams,0,18,2,61.05,50.51,70.57,84.53,72.26,0.7,51.54,57.92,1.0,26.3,0,1,0,2,1,4.9
S2159,Maria,Smith,0,20,2,75.05,98.1,54.21,72.86,81.61,4.43,61.97,69.09,4.0,28.6,0,1,3,1,10,4.9
S2160,Liam,Williams,0,18,2,67.51,52.79,95.33,,81.87,3.03,90.62,77.89,0.0,13.8,0,0,1,2,1,4.5
S2161,Ahmed,Jones,1,18,1,88.6,51.46,43.25,73.85,79.19,4.98,57.23,94.08,3.0,7.8,0,1,4,1,8,6.1
S2162,Sara,Williams,0,22,0,81.12,79.64,81.33,,64.65,5.05,90.64,98.19,3.0,25.2,0,1,3,1,5,4.1
S2163,Emma,Jones,1,23,2,73.8,54.57,77.27,66.73,97.37,7.85,79.21,94.23,2.0,7.8,1,1,4,2,9,5.9
S2164,Ahmed,Jones,0,20,3,88.97,96.33,66.46,99.13,69.6,1.24,87.02,55.35,3.0,24.5,0,1,0,2,6,7.1
S2165,Sara,Williams,0,23,1,61.76,40.65,54.42,53.25,60.84,0.83,82.23,81.56,1.0,22.2,0,1,2,2,10,4.4
S2166,Ahmed,Johnson,0,20,2,87.68,40.35,65.84,84.19,77.73,4.02,70.85,72.09,4.0,19.4,0,1,4,2,3,8.1
S2167,Emma,Brown,1,23,3,93.27,70.29,92.37,72.71,87.45,8.88,64.6,56.29,3.0,28.5,1,1,4,2,1,5.5
S2168,John,Smith,0,18,2,93.93,69.28,90.21,91.11,50.61,8.55,83.64,77.76,3.0,13.1,0,1,3,1,10,4.2
S2169,John,Davis,0,23,0,89.18,49.8,96.48,89.48,63.82,5.6,90.35,67.83,4.0,7.3,0,1,3,1,6,5.9
S2170,Liam,Brown,0,23,0,70.4,69.67,58.47,90.01,91.25,8.89,52.24,67.29,2.0,29.5,0,1,4,1,3,4.7
S2171,John,Smith,0,20,1,99.09,64.7,63.23,54.74,75.35,8.05,69.0,54.72,4.0,16.0,0,1,4,0,4,8.0
S2172,John,Smith,0,24,2,,93.42,41.12,,70.42,2.78,67.54,98.94,3.0,15.8,1,1,4,1,3,5.7
S2173,Omar,Jones,1,19,1,,40.56,96.58,60.7,96.55,1.7,77.97,86.3,0.0,7.2,0,1,0,0,7,4.6
S2174,Ali,Smith,1,20,2,58.05,98.58,59.76,,54.48,3.01,55.7,64.02,2.0,23.6,0,0,4,2,9,6.3
S2175,Omar,Davis,0,20,1,99.02,77.46,64.25,60.89,80.78,2.27,96.67,95.87,3.0,23.0,1,1,2,2,5,6.3
S2176,Omar,Smith,0,20,0,,49.11,94.47,73.96,67.11,6.23,77.43,97.4,4.0,8.6,0,1,2,2,6,5.4
S2177,Liam,Williams,1,21,2,87.67,42.81,71.6,87.11,53.54,5.85,96.19,90.52,4.0,10.8,0,1,1,2,5,5.6
S2178,Omar,Brown,0,24,2,,72.29,73.97,60.93,60.69,5.98,90.85,82.97,0.0,5.4,0,1,4,1,3,7.8
S2179,John,Williams,1,21,1,88.17,54.09,50.57,55.65,81.4,1.89,59.58,68.82,4.0,27.2,1,1,4,1,3,7.2
S2180,Emma,Davis,0,21,3,,58.07,69.92,,51.41,7.92,56.62,71.72,0.0,11.1,0,1,0,1,4,5.1
S2181,Liam,Smith,0,20,1,83.59,54.71,95.09,99.19,79.61,4.34,93.06,72.75,3.0,28.2,0,1,3,0,5,8.7
S2182,Liam,Davis,1,19,1,64.6,79.01,73.52,80.04,97.84,4.72,76.81,97.44,1.0,19.3,0,1,4,2,7,5.5
S2183,Maria,Jones,0,20,1,,73.21,55.31,84.55,89.75,9.97,50.99,88.01,3.0,15.6,0,1,2,2,9,6.7
